name,abn,tier,supply_nation,entity_type,sector,state,remoteness,seifa_decile,latest_revenue,donates_to_party,party_donations
"PORT PIRIE REGIONAL ABORIGINAL COMMUNITY CENTRE INCORPORATED","93728551799","oric","false","indigenous_corp","Indigenous","SA","Outer Regional Australia","1","","false",""
"Bumberung Aboriginal Corporation","93731557440","oric","false","indigenous_corp","Health","NSW","Inner Regional Australia","4","","false",""
"Cooinda Aboriginal Corporation","93735900174","oric","false","indigenous_corp","Indigenous","VIC","Major Cities of Australia","1","","false",""
"KANGAROO ISLAND COUNCIL","93741277391","self_identified","false","company","","SA","Remote Australia","5","","false",""
"Jena Boran Aboriginal and Torres Strait Islanders Corporation","93743525465","oric","false","indigenous_corp","housing","QLD","Outer Regional Australia","2","","false",""
"NULA WEAVING","93756904856","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","1","","false",""
"Gimuy Cultural Development Aboriginal Corporation","93758772597","oric","false","indigenous_corp","Community","","Outer Regional Australia","4","","false",""
"Goldfields Communities Services Aboriginal Corporation","93762899321","oric","false","indigenous_corp","Environment","WA","Very Remote Australia","7","","false",""
"New England Aboriginal Corporation","93769071672","oric","false","indigenous_corp","housing","NSW","Outer Regional Australia","5","","false",""
"The River Murray and Mallee Aboriginal Corporation RNTBC","93772073267","oric","false","indigenous_corp","Health","SA","Outer Regional Australia","1","","false",""
"Pirlangimpi Indigenous Corporation for Community Development","93772597148","oric","false","indigenous_corp","Social Welfare","NT","Outer Regional Australia","9","","false",""
"INDIGENOUS GOLF ASSOCIATION VICTORIA","93806159250","oric","false","indigenous_corp","Indigenous","VIC","Major Cities of Australia","6","","false",""
"EAST WAGGA KOORINGAL FOOTBALL AND NETBALL CLUB INC","93807023590","self_identified","false","company","Sport & Recreation","NSW","Remote Australia","7","","false",""
"Emon Aboriginal Corporation","93813018308","oric","false","indigenous_corp","culture","QLD","Inner Regional Australia","3","","false",""
"Witjiwampa Cattle Aboriginal Corporation","93817426139","oric","false","indigenous_corp","culture","NT","Very Remote Australia","1","","false",""
"The Trustee for Tobin Cay Trust","93881253664","acnc_indigenous","true","social_enterprise","Sea freight","QLD","Outer Regional Australia","3","","false",""
"Murri Aid Inala Aboriginal and Torres Strait Islanders Corporation","93886403687","oric","false","indigenous_corp","Community","","Major Cities of Australia","6","","false",""
"Darminning Aboriginal Corporation","93932672432","oric","false","indigenous_corp","culture","WA","Outer Regional Australia","4","","false",""
"Binalup Aboriginal Corporation","93955426978","oric","false","indigenous_corp","Indigenous","WA","Outer Regional Australia","5","","false",""
"Naru Indigenous Corporation","93965583579","oric","false","indigenous_corp","Health","NSW","Outer Regional Australia","4","","false",""
"Breaking The Chain Ministries and Aboriginal Corporation","93974310644","oric","false","indigenous_corp","Community","QLD","Major Cities of Australia","1","","false",""
"First Growth Collective Indigenous Corporation","93985373548","oric","false","indigenous_corp","Indigenous","QLD","Major Cities of Australia","7","","false",""
"Ilpurla Aboriginal Corporation","94003213420","oric","false","indigenous_corp","Community","NT","Very Remote Australia","1","","false",""
"KLB CREATIVE","94017010922","acnc_indigenous","true","social_enterprise","Advertising: internet","ACT","Major Cities of Australia","10","","false",""
"Waalitj Nyoongar Aboriginal Corporation","94025981526","oric","false","indigenous_corp","Education","WA","Inner Regional Australia","4","","false",""
"Yawarra Aboriginal Corporation","94026324200","oric","false","indigenous_corp","Health","NSW","Remote Australia","2","","false",""
"North Australian Aboriginal Family Legal Service - Aboriginal Corporation","94099016613","oric","false","indigenous_corp","Community","NT","Outer Regional Australia","7","","false",""
"Kutjarra Tjukurrpa Enterprise Pty Ltd","94106777244","acnc_indigenous","true","social_enterprise","","ACT","Inner Regional Australia","9","","false",""
"Gamilaraay Aboriginal Corporation","94117572875","oric","false","indigenous_corp","Indigenous","QLD","Major Cities of Australia","6","","false",""
"ABORIGINAL AND TORRES STRAIT ISLANDER LIBRARY INFORMATION AND RESOURCE NETWORK","94119934684","oric","false","indigenous_corp","Indigenous","QLD","Major Cities of Australia","3","","false",""
"Carbon Friendly Enterprises","94127225683","acnc_indigenous","true","social_enterprise","Management consulting & consultants","ACT","Inner Regional Australia","5","","false",""
"Amewara Kungka's Cultural Aboriginal Corporation","94134211005","oric","false","indigenous_corp","culture","SA","Remote Australia","1","","false",""
"Barkandji Wentworth Aboriginal Corporation","94139208802","oric","false","indigenous_corp","Indigenous","","","","","false",""
"Kureinji Aboriginal Corporation","94146944232","oric","true","indigenous_corp","Health","VIC","Outer Regional Australia","9","","false",""
"RSM Painting Pty Ltd","94154416136","acnc_indigenous","true","social_enterprise","Painting supplies & services","WA","Major Cities of Australia","10","","false",""
"Fields Group Pty Ltd","94156209988","acnc_indigenous","true","company","","NSW","Major Cities of Australia","10","","false",""
"Aboriginal and Torres Strait Islander Womens Legal and Advocacy Service Aboriginal Corporation","94156946786","oric","false","indigenous_corp","Community","QLD","Major Cities of Australia","7","","false",""
"MYALL PLUMBING SERVICE PTY LTD","94163028493","acnc_indigenous","true","social_enterprise","Plumbing maintenance supplies & services","NSW","Inner Regional Australia","2","","false",""
"TAPPED OUT BRICK & BLOCKLAYING PTY LTD","94164665525","acnc_indigenous","true","social_enterprise","Brick laying","ACT","Inner Regional Australia","8","","false",""
"Mamanta PTY LTD","94165173384","acnc_indigenous","true","social_enterprise","Project management","NT","Very Remote Australia","1","","false",""
"Zerodivide Pty Ltd","94166733455","acnc_indigenous","true","social_enterprise","","QLD","Major Cities of Australia","9","","false",""
"Bigambul Native Title Aboriginal Corporation RNTBC","94168125073","oric","false","indigenous_corp","Health","QLD","Outer Regional Australia","5","","false",""
"NSS TREE SERVICES","94170274299","acnc_indigenous","true","social_enterprise","","NT","Outer Regional Australia","4","","false",""
"Jarowair Aboriginal Corporation","94170772428","oric","false","indigenous_corp","Indigenous","QLD","Outer Regional Australia","6","","false",""
"Blacktown Koori Eels Incorporated","94177341782","self_identified","false","company","","NSW","Major Cities of Australia","3","","false",""
"Buyinbin Aboriginal Corporation","94177606328","oric","false","indigenous_corp","housing","NSW","Outer Regional Australia","2","","false",""
"Robinson Family Aboriginal Corporation","94183081804","oric","false","indigenous_corp","Community","WA","Very Remote Australia","10","","false",""
"ABORIGINAL &amp; TORRES STRAIT ISLANDER VETERANS &amp; SERVICE ASSOC OF AUST INC","94219642126","oric","false","indigenous_corp","Indigenous","ACT","Major Cities of Australia","8","","false",""
"Rugan Aboriginal Corporation","94252652687","oric","false","indigenous_corp","Community","WA","Very Remote Australia","2","","false",""
"The Trustee for TRACK NOW UNIT TRUST","94273569857","acnc_indigenous","true","social_enterprise","Satellite communication services","ACT","Major Cities of Australia","8","","false",""
"Gnarjl Aboriginal Corporation","94292486565","oric","false","indigenous_corp","Health","WA","Outer Regional Australia","5","","false",""
"Namurgardabu Aboriginal Corporation","94295724120","self_identified","false","charity","Education","NT","Very Remote Australia","1","","false",""
"Kaltukatjara Community Council (Aboriginal Corporation)","94297427209","oric","false","indigenous_corp","Community","NT","Very Remote Australia","1","","false",""
"LOCUST LAWNS","94298053663","acnc_indigenous","true","social_enterprise","Mowing & slashing services","QLD","Inner Regional Australia","5","","false",""
"Carved on Country","94301205740","acnc_indigenous","true","social_enterprise","Aboriginal artefacts","ACT","Major Cities of Australia","6","","false",""
"Allodial Land and Sea Council Indigenous Corporation","94325331531","oric","false","indigenous_corp","Health","QLD","Outer Regional Australia","3","","false",""
"DREAMTIME GAMES","94361072084","acnc_indigenous","true","social_enterprise","Community & social services","QLD","Inner Regional Australia","4","","false",""
"meenah mienne Aboriginal Corporation","94403950692","oric","false","indigenous_corp","Indigenous","TAS","","","","false",""
"Anindilyakwa Advancement Aboriginal Corporation","94418984956","oric","false","indigenous_corp","Social Welfare","NT","Outer Regional Australia","9","","false",""
"Kalano Community Association Aboriginal Corporation","94419868391","oric","false","indigenous_corp","Health","NT","Remote Australia","3","","false",""
"Sisters In Strength Indigenous Corporation","94434036123","oric","false","indigenous_corp","Indigenous","NSW","Outer Regional Australia","5","","false",""
"Marngarr Resource Centre Aboriginal Corporation","94458483796","oric","false","indigenous_corp","Health","NT","Very Remote Australia","2","","false",""
"Chillagoe Indigenous Corporation","94461360382","oric","false","indigenous_corp","culture","QLD","Outer Regional Australia","1","","false",""
"CROW Indigenous Corporation","94461998467","oric","false","indigenous_corp","Indigenous","NT","Outer Regional Australia","4","","false",""
"Brisbane Indigenous Cricket Indigenous Corporation","94473234976","oric","false","indigenous_corp","Health","QLD","Major Cities of Australia","10","","false",""
"Purluwala Aboriginal Corporation","94475237810","oric","false","indigenous_corp","Indigenous","WA","","","","false",""
"Jarrdimba Bayamuku (Strengthening the Children) Aboriginal Corporation","94479700953","oric","false","indigenous_corp","Social Welfare","NT","Very Remote Australia","1","","false",""
"Allodial Land Use Registry Indigenous Corporation","94489870930","oric","false","indigenous_corp","Education","QLD","Outer Regional Australia","3","","false",""
"Mulga Consultancy and Services","94510729752","acnc_indigenous","true","social_enterprise","Primary & high school education","ACT","Outer Regional Australia","3","","false",""
"Kalkadoon Aboriginal Corporation","94516693610","oric","false","indigenous_corp","Community","","Outer Regional Australia","6","","false",""
"Miwi-Inyeri Pelepi-Ambi Aboriginal Corporation","94521520934","oric","false","indigenous_corp","Education","SA","Inner Regional Australia","3","","false",""
"The Trustee for Monley Family Trust","94535619972","acnc_indigenous","true","social_enterprise","Electrical equipment & components & supplies","QLD","Major Cities of Australia","6","","false",""
"Warningakalina Aboriginal Corporation","94541846156","oric","false","indigenous_corp","Indigenous","","","","","false",""
"The Trustee for D and C Bale Trust","94548283318","acnc_indigenous","true","social_enterprise","Carpentry & joinery services","NSW","Inner Regional Australia","2","","false",""
"Esperance Aboriginal Corporation","94554214246","oric","false","indigenous_corp","housing","WA","Very Remote Australia","5","","false",""
"Tableland Yidinji Aboriginal Corporation RNTBC","94563822812","oric","false","indigenous_corp","Social Welfare","QLD","Outer Regional Australia","3","","false",""
"iHELP Indigenous Corporation","94563922587","oric","false","indigenous_corp","Health","WA","Major Cities of Australia","9","","false",""
"Lions Club of Adelaide Aboriginal Inc.","94565440981","oric","false","indigenous_corp","Indigenous","SA","Major Cities of Australia","4","","false",""
"Gulngay Kinjufile Aboriginal Corporation RNTBC","94573627020","oric","false","indigenous_corp","Education","QLD","Outer Regional Australia","2","","false",""
"The Trustee for PREMIER FAMILY TRUST","94590429481","acnc_indigenous","true","social_enterprise","Transportation services","VIC","Major Cities of Australia","10","","false",""
"C B ENTERPRISES (NSW) PTY LTD","94603699743","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","5","","false",""
"WATER VIEW INTERNATIONAL CONSULTING PTY. LTD.","94608741108","","false","company","","QLD","","","","false",""
"The Trustee for Dusty Nuts Trust","94610323199","acnc_indigenous","true","social_enterprise","Vehicle towing services","QLD","Outer Regional Australia","2","","false",""
