name,abn,donated,donation_count,parties,contract_value,contract_count,contract_per_donation_dollar,sector,state,is_community_controlled
"DELOITTE TOUCHE TOHMATSU","74490121060","4322310","822","ALP (NSW Branch) EFT; ALP (NSW) Branch Bennelong Fed Campaig; ALP National Secretariat; ALP-NSW Branch - Watson Federal Camp; Aust Labor Party-Kingsgrove-Watson Fed; Australian Labor Party; Australian Labor Party (ACT Branch); Australian Labor Party (ALP); Australian Labor Party (N.S.W. Branch); Australian Labor Party (N.S.W. Branch) - NSW; Australian Labor Party (NSW) Branch; Australian Labor Party (QLD) ALP; Australian Labor Party (South Australian Branch); Australian Labor Party (State of Queensland); Australian Labor Party (Tasmanian Branch); Australian Labor Party (Victorian Branch); Australian Labor Party (Victorian Branch) - VIC; Australian Labor Party (Western Australian Branch); Bradfield Federal Electrate Conf-NSW; Country Labor Party; Liberal Democratic Party (QLD Branch); Liberal National Party of Queensland; Liberal Party; Liberal Party (W.A. Division) Inc; Liberal Party (W.A. Division) Inc.; Liberal Party (W.A. Division) Inc. - WA; Liberal Party of Aus-Vaucluse Conf; Liberal Party of Aust - Wakehurst Cromer; Liberal Party of Australia; Liberal Party of Australia - Citizen Din; Liberal Party of Australia - NATIONAL; Liberal Party of Australia - NSW; Liberal Party of Australia - Tasmanian Division; Liberal Party of Australia (S.A. Division); Liberal Party of Australia (S.A. Division) - SA; Liberal Party of Australia (Victorian Division); Liberal Party of Australia, NSW Division; Liberal Party of Australia, NSW Division - NSW; Liberal Party of NSW; Millenium Forum - NSW-EFT; National Party of Australia; National Party of Australia - N.S.W.; National Party of Australia - N.S.W. - NSW; National Party of Australia - NATIONAL; National Party of Australia - Victoria; National Party of Australia (WA) Inc; North Sydney FEC; NSW Liberal Party (NSW Division); Progressive Business - VIC - EFT; Progressive Business - VIC-EFT; Progressive Business Association Inc; Sturt Federal Electorate Committee; The 500 Club Inc; The Page Research Centre Ltd","1655240783","2292","383","","NSW","false"
"DOWNER EDI LIMITED","97003872848","4248246","126","Australian Labor Party (N.S.W. Branch); Business Council of Australia; CFMEU - Construction & General Division (WA Branch); CFMEU - Mining Division (Nth NSW District); CFMEU Northern Mining & NSW Energy District; Electrical Trades Union of Australia NSW Branch; Liberal Party of Australia, NSW Division; Perth Trades Hall Inc","242413","3","0","Mining","NSW","false"
"The Gadget Group Pty Ltd","52050106502","4229844","138","ALP Maribyrnong FEA - Shorten Account; Australian Labor Party; Australian Labor Party - Eden Monaro Federal Campaign; Australian Labor Party - Isaacs; Australian Labor Party - National Secretariat; Australian Labor Party (ACT Branch); Australian Labor Party (ALP); Australian Labor Party (ALP) - NATIONAL; Australian Labor Party (State of Queensland) - QLD; Australian Labor Party (VIC Branch); Australian Labor Party (Victorian Branch); Australian Labor Party (Victorian Branch) - VIC; Australian Labor Party (Western Australian Branch); Australian Labor Party (Western Australian Branch) - WA; Bayswater Electorate Conference - LIB - Vic; Bliar Campaign QLD Labor Party; Enterprise 500 Victoria; K Rudd - Griffith FEC Account - ALP QLD; Kew Electorate Conference - Liberal Party of Australia - Vic Division; Labor Friends of Israel - Australian Labor Party - Vic; Liberal Party (W.A. Division) Inc. - WA; Liberal Party of Australia; Liberal Party of Australia - NATIONAL; Liberal Party of Australia (Vic Div) Kooyong 200 Club; Liberal Party of Australia (VIC Division); Liberal Party of Australia (Victorian Division); Liberal Party of Australia (Victorian Division) - VIC; Liberal Party of Australia, NSW Division; Lilley Campaign ALP QLD; Mark Dreyfus QC MP ALP-ISAACS; Michael Danby MHR - ALP Melbourne Ports; Michael Danby's Re-Election - ALP - Vic; Michael Danby's Re-Election Campaign - ALP - Vic; Mike Kelly MP Eden-Monaro Re-Election campaign; National Party of Australia (Queensland) - QLD; Progressive Business Association; Senator Glen Sterle ALP Cmapaign; The Australian Labor Party (Victorian Branch); The Liberal Party of Australia; Yvette D'ath MP ALP Petire FEC","3575929","1","1","","NSW","false"
"CUSHMAN & WAKEFIELD","28074774253","4224680","43","Automotive Food Metals Engineering Printing & Kindred Ind. Union","1213978","6","0","","NSW","false"
"RM HASSALL AND AS WHITE AND OTHERS","78848387938","4212652","18","281 Sandgate Road Properties Pty Ltd; A.C.N. 010 507 614 Pty Ltd; CFMEU - Mining Division (Nth NSW District); Liberal National Party of Queensland; United Workers Union","372782978","1750","88","","NSW","false"
"SDA & CO. PTY LIMITED","98096690354","4180420","14","Shop, Distributive and Allied Employees Association, South Australia; Shop, Distributive and Allied Employees Association, South Australian and Northern Territory Branch","6482267","20","2","","NT","false"
"UNITY BANK LIMITED (72 087 650 637)","72087650637","4130226","6","CFMEU - Mining Division (Nth NSW District)","10385","1","0","Finance","NSW","false"
"SingTel Optus Pty Limited","90052833208","4076311","365","ALP - NSW; ALP-FED; ALP-NSW; ALP-TAS; ALP-VIC; ALP-VIC (progressive business); Australian Democrats; Australian Democrats - NATIONAL; Australian Democrats - National Executive; Australian Democrats ACT Division - ACT; Australian Democrats SA Division - SA; Australian Democrats, Western Australian Division - WA; Australian Labor Party - National Secretariat; Australian Labor Party (ALP-FED); Australian Labor Party (ALP); Australian Labor Party (ALP) - NATIONAL; Australian Labor Party (N.S.W. Branch); Australian Labor Party (N.S.W. Branch) - NSW; Australian Labor Party (South Australian Branch); Australian Labor Party (South Australian Branch) - SA; Australian Labor Party (State of Queensland); Australian Labor Party (State of Queensland) - QLD; Australian Labor Party (Victorian Branch); Australian Labor Party (Victorian Branch) - VIC; Australian Labor Party (Western Australian Branch); Australian Labor Party (Western Australian Branch) - WA; Australian Progressive Alliance - NATIONAL; Automotive Food Metals Engineering Printing & Kindred Ind. Union; Bradfield Forum - LIB-FED; Business Council of Australia; LIB; LIB - FED; LIB - NSW; LIB-FED; LIB-NSW; LIB-TAS; LIB-VIC; LIB-VIC (Enterprise 500); Libco Pty Ltd; Liberal National Party of Queensland; Liberal Party (W.A. Division) Inc.; Liberal Party (W.A. Division) Inc. - WA; Liberal Party of Australia; Liberal Party of Australia - Federal Secretariat; Liberal Party of Australia - NATIONAL; Liberal Party of Australia - NSW (LIB-NSW); Liberal Party of Australia - Queensland Division - QLD; Liberal Party of Australia (Lib-FED); Liberal Party of Australia (LIB-FED); Liberal Party of Australia (Lib-FED) (Bega SE); Liberal Party of Australia (Lib-FED) (Bradfield Forum); Liberal Party of Australia (Lib-VIC); Liberal Party of Australia (S.A. Division); Liberal Party of Australia (S.A. Division) - SA; Liberal Party of Australia (Victorian Division); Liberal Party of Australia (Victorian Division) - VIC; Liberal Party of Australia, NSW Division; Liberal Party of Australia, NSW Division - NSW; NAT-FED; NAT-NSW; NAT-VIC; National Party of Australia; National Party of Australia - N.S.W.; National Party of Australia - N.S.W. - NSW; National Party of Australia - NATIONAL; National Party of Australia - NSW (NAT-NSW); National Party of Australia - Victoria; National Party of Australia (NAT-FED); Northern Territory Country Liberal Party - NATIONAL; Progressive Business; Progressive Business (ALP-VIC); Progressive Business ALP-VIC; The Page Research Centre Ltd","20183325","12","5","Technology","NSW","false"
"ELDERS LIMITED","34004336636","4074552","38","Altum Pty Ltd as Trustee for the Altum Head Quarters Trust; Australian Labor Party (ALP); Bowen Pastoral Company; DB Scott & Co; Denyer Partnership; John Brown & Sons; Liberal Party of Australia (S.A. Division); Liberal Party of Australia (Victorian Division); National Party of Australia; Shields Partnership","32537","1","0","Finance","SA","false"
"Dept of House of Representatives","18526287740","4024016","168","Australian Labor Party (N.S.W. Branch); Australian Labor Party (South Australian Branch); Australian Labor Party (State of Queensland); Australian Labor Party (Victorian Branch)","234095","4","0","","ACT","false"
"Insurance Council of Australia Ltd","50005617318","4010969","489","ALP; ALP - Boardroom Dinner Bill Shorten; ALP - Business Forum ALP Federal; ALP-FED; ALP-NSW; ALP-NSW - Shadow Ministry Lunch 30 Nov 2012 (Fed campaign); Australian Democrats; Australian Democrats - NATIONAL; Australian Labor Party (ACT Branch); Australian Labor Party (ALP); Australian Labor Party (ALP) - NATIONAL; Australian Labor Party (N.S.W. Branch); Australian Labor Party (South Australian Branch); Australian Labor Party (State of Queensland); Australian Labor Party (Victorian Branch); Labor Party SA; Labor Party VIC; LIB-NSW; LIB-TAS; LIB-VIC; LIB-VIC - Annual Dinner 2012; LIB-VIC - Boardroom Dinner Hockey; LIB-VIC - Boardroom Dinner Robb; LIB-VIC - Boardroom Policy Forum; LIB-VIC - Enterprise 500 Vic; LIB-VIC - Evening brief - Hockey; LIB-VIC - Raffle Tickets; LIB-WA - Dinner 2013; LIB-WA - Dinner Cormann; LIB-WA - Economic Forum; LIB-WA - WA Conference; Liberal Party (W.A. Division) Inc.; Liberal Party Australia; Liberal Party NSW; Liberal Party of Australia; Liberal Party of Australia - NATIONAL; Liberal Party of Australia - Tasmanian Division; Liberal Party of Australia (S.A. Division); Liberal Party of Australia (Victorian Division); Liberal Party of Australia, NSW Division; Liberal Party QLD; Liberal Party SA; Liberal Party VIC; Liberal Party WA; LNP-QLD - Federal Budget reply; LNP-QLD - Function attendance; LNP-QLD - LNP Ryan Fund; LNP-QLD - Planning Forum, QLD; LNP-QLD - Prentice; LNP-QLD - QLD State Budget lunch; NAT - Federal National Forum; NAT - National Budget; NAT-NSW - Boardroom Lunch (Fed Campaign); National Liberal Australia; National Party Australia; National Party NSW; National Party of Australia; National Party of Australia - N.S.W.; National Party QLD; National Party VIC","186555","6","0","Finance","NSW","false"
"DEXUS FINANCE PTY LIMITED (29 110 473 786)","44099105094","3919340","8","The Australian Workers' Union NSW Branch","14301891","1","4","finance","","false"
"HEALTH SERVICES","27810738105","3917675","62","Australian Council of Trade Unions; Australian Labor Party (ALP); Australian Labor Party (N.S.W. Branch); Australian Labor Party (N.S.W. Branch) - NSW; Australian Labor Party (NSW) Gifts Pty Ltd; Australian Labor Party (South Australian Branch); Australian Labor Party (Victorian Branch); Health Services Union Victorian Branch; Health Services Union, Tasmania Branch; Transport Workers Union of New South Wales; United Workers Union","269376","11","0","Health","QLD","false"
"AUSGRID","67505337385","3843974","138","Australian Labor Party (ALP); Business Council of Australia; Communications, Electrical and Plumbing Union - Electrical, Energy and Services Division; Electrical Trades Union of Australia NSW Branch","10185353","17","3","","NSW","false"
"Tata Consultancy Services","28109981777","3815009","79","Australian Labor Party (ALP); Australian Labor Party (N.S.W. Branch); Australian Labor Party (Victorian Branch); Australian Labor Party (Western Australian Branch); Business Council of Australia; Liberal Party (W.A. Division) Inc; Liberal Party of Australia; Liberal Party of Australia, NSW Division","396387457","49","104","Technology","NSW","false"
"METLIFE INSURANCE LIMITED","75004274882","3811856","24","Australian Labor Party (ALP); Australian Nursing & Midwifery Federation; Community and Public Sector Union (PSU Group); Mining and Energy Union; New South Wales Nurses and Midwives' Association","1200000","2","0","Finance","NSW","false"
"Origin Energy - NSW","30000051696","3776048","521","A.C.N. 010 507 614 Pty Ltd; ALP-FED; ALP-NSW; ALP-QLD; ALP-SA; ALP-VIC; Australian Greens, Australian Capital Territory Branch; Australian Labor Party - ACT Branch; Australian Labor Party (ACT Branch); Australian Labor Party (ALP); Australian Labor Party (N.S.W. Branch); Australian Labor Party (Northern Territory) Branch; Australian Labor Party (South Australian Branch); Australian Labor Party (State of Queensland); Australian Labor Party (Victorian Branch); Business Council of Australia; Cormack Foundation Pty Ltd; Country Liberals (Northern Territory); Labor Holdings Pty Ltd; LIB-FED; LIB-NSW; LIB-SA; LIB-VIC; Liberal National Party of Queensland; Liberal Party (W.A. Division) Inc; Liberal Party (W.A. Division) Inc.; Liberal Party of Australia; Liberal Party of Australia - ACT Division; Liberal Party of Australia - Tasmanian Division; Liberal Party of Australia (S.A. Division); Liberal Party of Australia (Victorian Division); Liberal Party of Australia, NSW Division; LNP-QLD; NAT-FED; National Club Ltd; National Party of Australia; National Party of Australia - N.S.W.; National Party of Australia - Victoria; Progressive Business Association Inc; The Liberal Foundation Inc; Transport Workers Union of Australia SA/NT Branch","1216000","2","0","Mining","NSW","false"
"IDP Education Pty Ltd","59117676463","3715788","168","Automotive Food Metals Engineering Printing & Kindred Ind. Union; Community and Public Sector Union (PSU Group)","2755283","27","1","Education","VIC","false"
"SANOFI-AVENTIS AUSTRALIA PTY LTD","31008558807","3671925","252","ALP; ALP-QLD; Australian Chamber of Commerce and Industry; Australian Labor Party (ALP); Australian Labor Party (N.S.W. Branch); Australian Labor Party (State of Queensland); Business Council of Australia; LIB; LIB-NSW; Liberal Democratic Party (NSW Branch); Liberal National Party of Queensland; Liberal Party (W.A. Division) Inc; Liberal Party of Australia; Liberal Party of Australia - ACT Division; Liberal Party of Australia - Tasmanian Division; Liberal Party of Australia (S.A. Division); Liberal Party of Australia (SA Division); Liberal Party of Australia (Victorian Division); Liberal Party of Australia, NSW Division; Liberal Party of Australia, Tasmanian Division; LNP-Qld; National Party of Australia; National Party of Australia - N.S.W.","524492026","32","143","Health","NSW","false"
